,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,MIS_Status,GrAppv,SBA_Appv,NAICS2,DiffJobs
595,OAKLAND,CA,94612,WELLS FARGO BANK NATL ASSOC,CA,541519,2001-04-30,2001-01-01,36,5,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,54,0
596,SEATTLE,WA,98119,BANK OF AMERICA NATL ASSOC,WA,0,1997-03-03,1997-01-01,84,2,2.0,0,0,0,0,N,Y,P I F,25500.0,20400.0,0,0
597,SAN FRANCISCO,CA,94103,WELLS FARGO BANK NATL ASSOC,CA,541410,2001-04-30,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,12000.0,6000.0,54,0
598,NOVATO,CA,94947,WELLS FARGO BANK NATL ASSOC,CA,0,1997-03-03,1997-01-01,120,18,2.0,0,0,0,0,-,N,P I F,110000.0,82500.0,0,0
599,MONROVIA,CA,91016,WELLS FARGO BANK NATL ASSOC,CA,722211,2001-05-22,2001-01-01,36,20,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,72,0
600,SANTA ANA,CA,92704,WELLS FARGO BANK NATL ASSOC,CA,422330,2001-05-22,2001-01-01,36,4,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
601,MARIETTA,GA,30067,BANK OF AMERICA NATL ASSOC,GA,811111,1997-03-03,1997-01-01,300,7,1.0,0,0,0,0,-,N,P I F,555000.0,416250.0,81,0
602,FRESNO,CA,93704,CALIFORNIA BANK & TRUST,CA,441110,2001-05-22,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,10000.0,5000.0,44,0
603,ABERDEEN,SD,98520,GREAT WESTERN BANK,SD,721110,2006-02-07,2006-01-01,240,20,1.0,5,0,1,2,-,N,P I F,2000000.0,2000000.0,72,-5
604,TROY,MI,45373,CITIZENS BANK NATL ASSOC,OH,453991,1997-03-03,1997-01-01,63,10,1.0,0,0,0,0,N,Y,P I F,71000.0,56800.0,45,0
605,SAN YSIDRO,CA,92173,U.S. BANK NATIONAL ASSOCIATION,CA,327991,2001-05-22,2001-01-01,84,28,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,32,0
606,LOS ANGELES,CA,90031,BANK OF AMERICA NATL ASSOC,CA,315212,2001-05-29,2001-01-01,36,15,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,31,0
607,ALAMOGORDO,NM,88310,WESTERN BANK,NM,721110,2006-02-07,2006-01-01,240,1,1.0,0,1,1,2,-,N,P I F,701000.0,701000.0,72,1
608,SAN DIEGO,CA,92106,CDC SMALL BUS. FINAN CORP,CA,561431,2001-05-29,2001-01-01,83,4,1.0,0,0,1,0,Y,N,P I F,50000.0,25000.0,56,0
609,MONTEREY PARK,CA,91755,BANK OF AMERICA NATL ASSOC,CA,422410,2001-05-29,2001-01-01,84,1,1.0,0,0,0,0,Y,N,P I F,40000.0,20000.0,42,0
610,COSTA MESA,CA,92627,WELLS FARGO BANK NATL ASSOC,CA,323110,2001-06-04,2001-01-01,36,20,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,32,0
611,BAKERSFIELD,CA,93313,MID ST. DEVEL CORP,CA,422210,2001-06-04,2001-01-01,36,15,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,42,0
612,SAN DIEGO,CA,92111,CDC SMALL BUS. FINAN CORP,CA,511210,2001-06-04,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,51,0
613,WHITEDEER,TX,79097,FIRST BANK & TRUST COMPANY,TX,0,1997-03-03,1997-01-01,66,4,1.0,0,0,0,0,N,Y,CHGOFF,50000.0,40000.0,0,0
614,TORRANCE,CA,90505,BANK OF AMERICA NATL ASSOC,CA,531210,2001-06-04,2001-01-01,56,1,1.0,0,0,0,0,Y,N,P I F,30000.0,15000.0,53,0
615,WESTMINSTER,CA,92683,BANK OF AMERICA NATL ASSOC,CA,451120,2001-06-04,2001-01-01,36,5,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,45,0
616,LAGUNA NIGUEL,CA,92607,WELLS FARGO BANK NATL ASSOC,CA,421450,2001-06-04,2001-01-01,36,4,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
617,POMONA,CA,91766,WELLS FARGO BANK NATL ASSOC,CA,445110,2001-06-19,2001-01-01,36,4,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,44,0
618,ABILENE,TX,79605,PROSPERITY BANK,TX,721110,2006-02-07,2006-01-01,240,15,1.0,3,15,1,1,-,N,P I F,1352000.0,1352000.0,72,12
619,ANAHEIM,CA,92805,WELLS FARGO BANK NATL ASSOC,CA,441310,2001-06-19,2001-01-01,36,15,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,44,0
620,ALLENTOWN,PA,18704,"PNC BANK, NATIONAL ASSOCIATION",PA,512110,1997-03-03,1997-01-01,60,4,1.0,0,0,0,0,-,N,P I F,50000.0,25000.0,51,0
621,SAN DIEGO,CA,92108,CDC SMALL BUS. FINAN CORP,CA,621112,2001-06-19,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,62,0
622,ALBUQUERQUE,NM,87112,WELLS FARGO BANK NATL ASSOC,NM,234110,1997-03-03,1997-01-01,12,8,2.0,0,0,0,0,Y,N,P I F,100000.0,75000.0,23,0
623,PLEASANTON,CA,94566,WELLS FARGO BANK NATL ASSOC,CA,621310,2001-06-19,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,25000.0,12500.0,62,0
624,HUNTSVILLE,AL,35810,REDSTONE FCU,AL,621210,1997-03-03,1997-01-01,240,4,1.0,0,4,0,0,N,N,P I F,85000.0,85000.0,62,4
625,CYPRESS,TX,90630,BANK OF AMERICA NATL ASSOC,CA,621310,2001-06-19,2001-01-01,120,2,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,62,0
626,HAYWARD,CA,94541,WELLS FARGO BANK NATL ASSOC,CA,323110,2001-06-22,2001-01-01,12,1,1.0,0,0,0,0,Y,N,CHGOFF,100000.0,50000.0,32,0
627,SAN FRANCISCO,CA,94118,WELLS FARGO BANK NATL ASSOC,CA,812112,2001-06-22,2001-01-01,16,1,1.0,0,0,0,0,Y,N,CHGOFF,25000.0,12500.0,81,0
628,FREMONT,CA,94538,WELLS FARGO BANK NATL ASSOC,CA,541430,2001-06-22,2001-01-01,10,1,1.0,0,0,0,0,Y,N,CHGOFF,25000.0,12500.0,54,0
629,TULSA,OK,74129,BANK OF AMERICA NATL ASSOC,OK,0,1997-03-03,1997-01-01,63,6,1.0,0,0,1,0,N,N,P I F,90000.0,72000.0,0,0
630,LONG BEACH,CA,90807,BANK OF AMERICA NATL ASSOC,CA,233320,2001-06-25,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,10000.0,5000.0,23,0
631,LOS ANGELES,CA,90046,BANK OF AMERICA NATL ASSOC,CA,711510,2001-06-25,2001-01-01,22,2,1.0,0,0,0,0,Y,N,CHGOFF,50000.0,25000.0,71,0
632,SAN DIEGO,CA,92103,CDC SMALL BUS. FINAN CORP,CA,722410,2001-06-25,2001-01-01,36,23,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,72,0
633,SAN ANSELMO,CA,94960,WELLS FARGO BANK NATL ASSOC,CA,453220,2001-06-25,2001-01-01,0,1,1.0,0,0,0,0,Y,N,CHGOFF,29000.0,14500.0,45,0
634,SAN ANSELMO,CA,94960,WELLS FARGO BANK NATL ASSOC,CA,453220,2001-06-25,2001-01-01,1,1,1.0,0,0,0,0,Y,N,CHGOFF,50000.0,25000.0,45,0
635,RAYNHAM (NORTH RAYNHAM),MA,2767,CITIZENS BANK NATL ASSOC,RI,811111,2006-02-07,2006-01-01,97,3,2.0,0,3,1,1,-,N,CHGOFF,165000.0,123750.0,81,3
636,SAN ANTONIO,TX,78230,WELLS FARGO BANK NATL ASSOC,TX,0,1997-03-03,1997-01-01,60,3,2.0,0,0,0,0,N,Y,P I F,49992.0,39994.0,0,0
637,SAN DIEGO,CA,92130,CDC SMALL BUS. FINAN CORP,CA,611420,2001-06-25,2001-01-01,84,15,1.0,0,0,0,0,Y,N,P I F,30000.0,15000.0,61,0
638,ALLENTOWN,PA,18704,"PNC BANK, NATIONAL ASSOCIATION",PA,512110,1997-03-03,1997-01-01,40,4,1.0,0,0,0,0,Y,N,P I F,35000.0,17500.0,51,0
639,SACRAMENTO,CA,95820,WELLS FARGO BANK NATL ASSOC,CA,811113,2001-06-28,2001-01-01,3,2,1.0,0,0,0,0,Y,N,CHGOFF,63000.0,31500.0,81,0
640,FOUNTAIN VALLEY,CA,92708,BANK OF AMERICA NATL ASSOC,CA,421620,2001-06-29,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
641,ORANGE,CA,92867,WELLS FARGO BANK NATL ASSOC,CA,325998,2001-06-29,2001-01-01,23,2,1.0,0,0,0,0,Y,N,CHGOFF,30000.0,15000.0,32,0
642,PHOENIX,AZ,85044,WELLS FARGO BANK NATL ASSOC,IL,611691,2006-02-07,2006-01-01,120,80,2.0,55,25,1,1,-,N,P I F,308000.0,231000.0,61,-30
643,SAN CARLOS,CA,94070,WELLS FARGO BANK NATL ASSOC,CA,332212,1997-03-03,1997-01-01,300,1,1.0,0,0,0,0,-,N,P I F,319500.0,239625.0,33,0
644,SPRING VALLEY,CA,91977,BANK OF AMERICA NATL ASSOC,CA,421940,2001-06-29,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,42,0
645,MADERA,CA,93638,CALIFORNIA BANK & TRUST,CA,513322,2001-07-03,2001-01-01,36,5,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,51,0
646,GARDENA,CA,90248,BANK OF AMERICA NATL ASSOC,CA,421440,2001-07-03,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,42,0
647,HIALEAH,FL,33010,BANK OF AMERICA NATL ASSOC,NC,0,1971-08-13,1972-01-01,60,40,1.0,0,0,0,0,N,N,CHGOFF,100000.0,75000.0,0,0
648,SUNNYVALE,CA,94087,WELLS FARGO BANK NATL ASSOC,CA,621210,2001-07-03,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,62,0
649,NIXA,MO,65714,EMPIRE BANK,MO,541511,1997-03-03,1997-01-01,60,5,2.0,0,0,0,0,N,N,P I F,28000.0,22400.0,54,0
650,TECATE,CA,91980,CALIFORNIA BANK & TRUST,CA,484210,2001-07-06,2001-01-01,82,1,1.0,0,0,0,0,Y,N,P I F,20000.0,10000.0,48,0
651,CONCORD,CA,94520,CITIZENS BANK NATL ASSOC,NH,335999,2001-07-11,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,33,0
652,RENO,NV,89501,NEVADA ST. DEVEL CORP,NV,812112,2006-02-07,2006-01-01,120,1,2.0,8,0,1,1,-,N,P I F,221200.0,165900.0,81,-8
653,SAVANNAH,GA,31401,BANK OF AMERICA NATL ASSOC,GA,0,1997-03-03,1997-01-01,36,8,2.0,0,0,0,0,N,Y,P I F,78000.0,62400.0,0,0
654,FRESNO,CA,93720,CALIFORNIA BANK & TRUST,CA,621111,2001-07-11,2001-01-01,36,5,2.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,62,0
655,SANTA ANA,CA,92707,WELLS FARGO BANK NATL ASSOC,CA,561990,2001-07-11,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,32000.0,16000.0,56,0
656,SAN MARCOS,CA,92069,WELLS FARGO BANK NATL ASSOC,CA,422990,2001-07-11,2001-01-01,36,5,1.0,0,0,0,0,Y,N,P I F,25000.0,12500.0,42,0
657,ALPHARETTA,GA,30004,BANK OF AMERICA NATL ASSOC,GA,441110,2006-02-07,2006-01-01,60,42,1.0,2,44,0,1,-,N,P I F,180500.0,135375.0,44,42
658,ORANGE,CA,92867,WELLS FARGO BANK NATL ASSOC,CA,235210,2001-07-11,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,23,0
659,SOUTH BEND,IN,46628,1ST SOURCE BANK,IN,447190,2006-02-07,2006-01-01,62,11,1.0,0,11,0,2,-,N,P I F,22500.0,11250.0,44,11
660,SOUTH GATE,CA,90280,BANK OF AMERICA NATL ASSOC,CA,0,1997-03-03,1997-01-01,300,1,1.0,0,0,0,0,-,N,P I F,405000.0,303750.0,0,0
661,SAN MARCOS,CA,92069,WELLS FARGO BANK NATL ASSOC,CA,453930,2001-07-11,2001-01-01,36,17,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,45,0
662,MENASHA,WI,54952,ASSOCIATED BANK NATL ASSOC,WI,531320,2006-02-07,2006-01-01,36,17,1.0,0,17,0,2,Y,N,P I F,50000.0,25000.0,53,17
663,SUTTER CREEK,CA,95685,AMADOR ECONOMIC DEVEL CORP,CA,541330,2001-07-12,2001-01-01,36,4,1.0,0,0,0,0,Y,N,P I F,75000.0,37500.0,54,0
664,SAN DIEGO,CA,92117,CDC SMALL BUS. FINAN CORP,CA,561439,2001-07-17,2001-01-01,36,8,1.0,0,0,0,0,Y,N,P I F,80000.0,40000.0,56,0
665,LYNNWOOD,WA,98087,HERITAGE BANK,WA,722330,2006-02-07,2006-01-01,68,1,1.0,0,1,1,1,-,N,P I F,55500.0,47175.0,72,1
666,SOUTH LAKE TAHOE,CA,96150,WELLS FARGO BANK NATL ASSOC,CA,332322,2001-07-18,2001-01-01,300,7,1.0,0,0,0,0,N,N,P I F,823000.0,617250.0,33,0
667,CHICAGO,IL,60651,JPMORGAN CHASE BANK NATL ASSOC,IL,311823,1997-03-03,1997-01-01,84,16,1.0,0,0,0,0,-,N,P I F,65000.0,48750.0,31,0
668,LOS ANGELES,CA,90014,BANK OF AMERICA NATL ASSOC,CA,315211,2001-07-18,2001-01-01,12,65,1.0,0,0,0,0,Y,N,CHGOFF,100000.0,50000.0,31,0
669,MOUNTAIN VIEW,CA,94043,WELLS FARGO BANK NATL ASSOC,CA,326191,2001-07-19,2001-01-01,36,3,1.0,0,0,0,0,N,N,P I F,46000.0,23000.0,32,0
670,EL CAJON,CA,92021,CDC SMALL BUS. FINAN CORP,CA,235310,2001-07-19,2001-01-01,36,8,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,23,0
671,BROOKLYN,NY,11226,JPMORGAN CHASE BANK NATL ASSOC,IL,424490,2006-02-07,2006-01-01,0,10,1.0,7,10,0,1,Y,N,CHGOFF,30000.0,15000.0,42,3
672,TEMECULA,CA,92592,WELLS FARGO BANK NATL ASSOC,CA,541613,2001-07-19,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,54,0
673,CUMMING,GA,30040,BANK OF AMERICA NATL ASSOC,GA,445291,2006-02-07,2006-01-01,84,3,1.0,0,3,0,2,Y,N,P I F,30000.0,15000.0,44,3
674,BRIDGTON,ME,4009,KEYBANK NATIONAL ASSOCIATION,ME,421940,1997-03-03,1997-01-01,60,9,1.0,0,0,0,0,-,N,P I F,30000.0,15000.0,42,0
675,SAN JOSE,CA,95113,WELLS FARGO BANK NATL ASSOC,CA,445299,2001-07-23,2001-01-01,120,10,1.0,0,0,1,0,N,N,P I F,225000.0,168750.0,44,0
676,SACRAMENTO,CA,95825,WELLS FARGO BANK NATL ASSOC,CA,443120,2001-07-25,2001-01-01,3,8,1.0,0,0,0,0,Y,N,CHGOFF,100000.0,50000.0,44,0
677,HOBBS,NM,88240,WESTERN COMMERCE BANK,NM,213112,2006-02-07,2006-01-01,60,7,1.0,1,7,0,2,-,N,P I F,125000.0,62500.0,21,6
678,CLEVELAND,OH,44114,CITIZENS BANK NATL ASSOC,OH,0,1980-07-08,1980-01-01,120,18,2.0,0,0,0,0,N,N,CHGOFF,275000.0,247500.0,0,0
679,IRVINE,CA,92714,BANK OF AMERICA NATL ASSOC,CA,0,1997-03-03,1997-01-01,300,10,1.0,0,0,0,0,-,N,P I F,1080000.0,749952.0,0,0
680,HUNTINGTON BEACH,CA,92646,BANK OF AMERICA NATL ASSOC,CA,422990,2001-07-26,2001-01-01,35,3,1.0,0,0,0,0,Y,N,CHGOFF,30000.0,15000.0,42,0
681,EL CAJON,CA,92020,CDC SMALL BUS. FINAN CORP,CA,337110,2006-02-07,2006-01-01,11,14,1.0,0,14,0,2,Y,N,CHGOFF,50000.0,25000.0,33,14
682,SAN DIEGO,CA,92177,CDC SMALL BUS. FINAN CORP,CA,621310,2001-07-30,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,20000.0,10000.0,62,0
683,TRENTON,NJ,8608,"PNC BANK, NATIONAL ASSOCIATION",NJ,541110,1997-03-03,1997-01-01,300,4,2.0,0,0,0,0,-,N,P I F,225000.0,168750.0,54,0
684,SACRAMENTO,CA,95821,WELLS FARGO BANK NATL ASSOC,CA,541430,2001-07-31,2001-01-01,83,1,1.0,0,0,0,0,Y,N,P I F,22000.0,11000.0,54,0
685,LOS ANGELES,CA,90025,BANK OF AMERICA NATL ASSOC,CA,339116,2001-07-31,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,12000.0,6000.0,33,0
686,MAPLEWOOD,MN,55109,WELLS FARGO BANK NATL ASSOC,MN,561730,2006-02-07,2006-01-01,240,5,1.0,1,1,0,1,-,N,P I F,147000.0,147000.0,56,0
687,SAN ANTONIO,TX,78221,WELLS FARGO BANK NATL ASSOC,TX,0,1997-03-03,1997-01-01,5,2,2.0,0,0,1,0,-,N,CHGOFF,112000.0,84000.0,0,0
688,HUNTINGTON BEACH,CA,92646,BANK OF AMERICA NATL ASSOC,CA,445310,2001-07-31,2001-01-01,60,2,1.0,0,0,0,0,N,N,P I F,50000.0,25000.0,44,0
689,LOS ANGELES,CA,90021,BANK OF AMERICA NATL ASSOC,CA,424320,2006-02-07,2006-01-01,17,20,2.0,1,20,0,1,Y,N,CHGOFF,45000.0,22500.0,42,19
690,DALLAS,TX,75201,JPMORGAN CHASE BANK NATL ASSOC,TX,0,1997-03-03,1997-01-01,120,21,2.0,0,0,1,0,-,N,P I F,190000.0,142500.0,0,0
691,INDIO,CA,92201,CDC SMALL BUS. FINAN CORP,CA,541211,2001-08-01,2001-01-01,84,9,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,54,0
692,GALVESTON,TX,77551,BANK OF AMERICA NATL ASSOC,TX,235110,2006-02-07,2006-01-01,69,3,2.0,2,3,0,1,-,N,CHGOFF,5000.0,4250.0,23,1
693,LOS ANGELES,CA,90010,BANK OF AMERICA NATL ASSOC,CA,541211,2001-08-01,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,85000.0,42500.0,54,0
694,LEXINGTON,KY,29073,JPMORGAN CHASE BANK NATL ASSOC,KY,0,1997-03-03,1997-01-01,84,11,1.0,0,0,0,0,-,N,P I F,424000.0,318000.0,0,0
695,SAN DIEGO,CA,92103,CDC SMALL BUS. FINAN CORP,CA,531210,2001-08-01,2001-01-01,36,10,1.0,0,0,0,0,Y,N,P I F,30000.0,15000.0,53,0
696,REDLANDS,CA,92373,1ST CENTENNIAL BANK,CA,235610,2001-08-02,2001-01-01,21,50,1.0,0,0,0,0,Y,N,CHGOFF,50000.0,25000.0,23,0
697,SUITLAND,MD,20746,BBCN BANK,CA,484110,2006-02-07,2006-01-01,120,2,1.0,0,2,0,1,-,N,P I F,459000.0,344250.0,48,2
698,SANTA MONICA,CA,90403,BANK OF AMERICA NATL ASSOC,CA,325411,2001-08-02,2001-01-01,120,1,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,32,0
699,SAN ANTONIO,TX,78221,WELLS FARGO BANK NATL ASSOC,TX,0,1997-03-03,1997-01-01,90,2,2.0,0,0,1,0,-,N,P I F,88000.0,66000.0,0,0
700,LOS ANGELES,CA,90032,BANK OF AMERICA NATL ASSOC,CA,421450,2001-08-03,2001-01-01,83,4,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
701,WAVELAND,MS,39576,WHITNEY BANK,MS,453910,2006-02-07,2006-01-01,86,2,1.0,2,2,0,2,-,N,CHGOFF,93000.0,79050.0,45,0
702,WESTMINSTER,CA,92683,BANK OF AMERICA NATL ASSOC,CA,235110,2001-08-03,2001-01-01,36,30,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,23,0
703,LOS ANGELES,CA,90005,BANK OF AMERICA NATL ASSOC,CA,443112,2001-08-08,2001-01-01,36,5,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,44,0
704,BELLE GLADE,FL,33430,BANK OF AMERICA NATL ASSOC,FL,0,1997-03-03,1997-01-01,120,12,1.0,0,0,0,0,-,N,P I F,450000.0,337500.0,0,0
705,LOS ANGELES,CA,90045,BANK OF AMERICA NATL ASSOC,CA,488510,2001-08-08,2001-01-01,60,3,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,48,0
706,OSWEGO,NY,13126,PATHFINDER BANK,NY,0,1997-03-03,1997-01-01,84,1,1.0,0,0,0,0,-,N,P I F,50000.0,25000.0,0,0
707,LOS ANGELES,CA,90045,BANK OF AMERICA NATL ASSOC,CA,541512,2001-08-08,2001-01-01,60,25,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,54,0
708,FRESNO,CA,93711,CALIFORNIA BANK & TRUST,CA,541110,2001-08-09,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,92000.0,46000.0,54,0
709,HUNTSVILLE,AL,35824,REDSTONE FCU,AL,325412,1997-03-03,1997-01-01,240,25,2.0,25,0,0,0,N,N,P I F,372000.0,372000.0,32,-25
710,FREMONT,CA,94536,WELLS FARGO BANK NATL ASSOC,CA,561310,2001-08-16,2001-01-01,43,3,1.0,0,0,0,0,Y,N,CHGOFF,20000.0,10000.0,56,0
711,ALBUQUERQUE,NM,87112,WELLS FARGO BANK NATL ASSOC,NM,234110,1997-03-03,1997-01-01,91,8,2.0,0,0,0,0,N,N,CHGOFF,104300.0,78225.0,23,0
712,COSTA MESA,CA,92627,WELLS FARGO BANK NATL ASSOC,CA,562910,2001-08-17,2001-01-01,83,1,1.0,0,0,0,0,Y,N,P I F,60000.0,30000.0,56,0
713,SANTEE,CA,92071,CDC SMALL BUS. FINAN CORP,CA,541214,2001-08-20,2001-01-01,36,4,1.0,0,0,0,0,N,N,P I F,40000.0,20000.0,54,0
714,MCHENRY,IL,60050,JPMORGAN CHASE BANK NATL ASSOC,IL,0,1997-03-03,1997-01-01,90,2,1.0,0,0,0,0,-,N,P I F,27000.0,21600.0,0,0
715,SAN MARCOS,CA,92069,WELLS FARGO BANK NATL ASSOC,CA,621340,2001-08-21,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,62,0
716,LOS ANGELES,CA,90014,BANK OF AMERICA NATL ASSOC,CA,315231,2001-08-22,2001-01-01,36,50,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,31,0
717,NEWARK,NJ,43055,"PNC BANK, NATIONAL ASSOCIATION",DE,448210,1997-03-03,1997-01-01,84,3,1.0,0,0,0,0,N,Y,P I F,50000.0,40000.0,44,0
718,LOS ANGELES,CA,90045,BANK OF AMERICA NATL ASSOC,CA,722110,2001-08-27,2001-01-01,84,45,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,72,0
719,LEWISVILLE,TX,75067,JPMORGAN CHASE BANK NATL ASSOC,TX,811192,1997-03-03,1997-01-01,288,20,1.0,0,0,0,0,-,N,P I F,1200000.0,750000.0,81,0
720,SAN FRANCISCO,CA,94104,WELLS FARGO BANK NATL ASSOC,CA,541820,2001-08-30,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,54,0
721,DANVILLE,CA,94526,OLD NATIONAL BANK,IL,453310,2001-09-04,2001-01-01,89,3,1.0,0,0,0,0,Y,N,P I F,80000.0,40000.0,45,0
722,SEATTLE,WA,98117,BANK OF AMERICA NATL ASSOC,WA,0,1997-03-03,1997-01-01,84,1,1.0,0,0,0,0,-,N,P I F,100000.0,75000.0,0,0
723,SAN DIEGO,CA,92121,CDC SMALL BUS. FINAN CORP,CA,443120,2001-09-04,2001-01-01,36,6,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,44,0
724,CORONA,CA,91719,CDC SMALL BUS. FINAN CORP,CA,0,1997-03-03,1997-01-01,276,8,1.0,0,0,0,0,-,N,P I F,625000.0,468750.0,0,0
725,FREMONT,CA,94538,WELLS FARGO BANK NATL ASSOC,CA,421610,2001-09-07,2001-01-01,84,9,1.0,0,0,0,0,N,N,P I F,200000.0,150000.0,42,0
726,WESTERVILLE,OH,43081,JPMORGAN CHASE BANK NATL ASSOC,OH,451110,1997-03-03,1997-01-01,92,1,2.0,0,0,0,0,-,N,P I F,166500.0,124875.0,45,0
727,ESCONDIDO,CA,92025,WELLS FARGO BANK NATL ASSOC,CA,445120,2001-09-12,2001-01-01,82,2,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,44,0
728,LOUISVILLE,KY,40219,"PNC BANK, NATIONAL ASSOCIATION",KY,811121,1997-03-03,1997-01-01,240,4,1.0,0,0,0,0,-,N,P I F,464000.0,348000.0,81,0
729,FRESNO,CA,93720,CALIFORNIA BANK & TRUST,CA,621111,2001-09-12,2001-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,20000.0,10000.0,62,0
730,ALEXANDRIA,VA,56308,BANK OF AMERICA NATL ASSOC,VA,452990,1997-03-03,1997-01-01,183,3,2.0,0,0,0,0,-,N,P I F,133000.0,99750.0,45,0
731,FRESNO,CA,93720,CALIFORNIA BANK & TRUST,CA,621111,2001-09-12,2001-01-01,60,3,1.0,0,0,0,0,N,N,P I F,30000.0,15000.0,62,0
732,LAKEWOOD,CO,80226,WELLS FARGO BANK NATL ASSOC,CO,541940,1997-03-03,1997-01-01,120,2,1.0,0,0,0,0,-,N,P I F,128000.0,96000.0,54,0
733,CAPISTRANO BEACH,CA,92624,CALIFORNIA BANK & TRUST,CA,561730,2001-09-14,2001-01-01,84,97,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,56,0
734,CANFIELD,OH,44406,THE HUNTINGTON NATIONAL BANK,OH,233210,1997-03-03,1997-01-01,60,1,1.0,0,0,0,0,Y,N,P I F,25000.0,12500.0,23,0
735,VISTA,CA,92084,CDC SMALL BUS. FINAN CORP,CA,442210,2002-11-06,2003-01-01,2,2,1.0,0,0,0,0,Y,N,CHGOFF,40000.0,20000.0,44,0
736,DOWNEY,CA,90242,BANK OF AMERICA NATL ASSOC,CA,422990,2002-11-06,2003-01-01,83,10,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,42,0
737,FORT MEYERS BEACH,FL,33931,WELLS FARGO BANK NATL ASSOC,SD,0,1997-03-03,1997-01-01,60,7,1.0,0,0,0,0,-,N,P I F,15000.0,7500.0,0,0
738,MONTE VISTA,CO,81144,COMMUNITY BANKS OF COLORADO A,CO,561730,2002-11-06,2003-01-01,36,2,1.0,0,0,0,2,Y,N,P I F,25000.0,12500.0,56,0
739,COLORADO SPRINGS,CO,80906,WELLS FARGO BANK NATL ASSOC,CO,722211,2002-12-10,2003-01-01,36,30,1.0,0,0,0,1,Y,N,P I F,50000.0,25000.0,72,0
740,FLINT,MI,48507,"FIRSTMERIT BANK, N.A.",MI,0,1997-03-03,1997-01-01,132,8,1.0,0,0,0,0,N,N,P I F,525000.0,393750.0,0,0
741,LOS ANGELES,CA,90010,BANK OF AMERICA NATL ASSOC,CA,541110,2002-12-10,2003-01-01,36,8,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,54,0
